2024-01-28 03:12:10,977 INFO    StreamThr :16812 [internal.py:wandb_internal():86] W&B internal server running at pid: 16812, started at: 2024-01-28 03:12:10.975731
2024-01-28 03:12:10,977 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: status
2024-01-28 03:12:10,991 INFO    WriterThread:16812 [datastore.py:open_for_write():87] open: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\run-bs6g5sbe.wandb
2024-01-28 03:12:10,991 DEBUG   SenderThread:16812 [sender.py:send():382] send: header
2024-01-28 03:12:11,172 DEBUG   SenderThread:16812 [sender.py:send():382] send: run
2024-01-28 03:12:12,784 INFO    SenderThread:16812 [dir_watcher.py:__init__():211] watching files in: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files
2024-01-28 03:12:12,842 INFO    SenderThread:16812 [sender.py:_start_run_threads():1136] run started: bs6g5sbe with start time 1706391730.986986
2024-01-28 03:12:12,855 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: check_version
2024-01-28 03:12:12,855 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: check_version
2024-01-28 03:12:14,239 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: run_start
2024-01-28 03:12:14,318 DEBUG   HandlerThread:16812 [system_info.py:__init__():27] System info init
2024-01-28 03:12:14,318 DEBUG   HandlerThread:16812 [system_info.py:__init__():42] System info init done
2024-01-28 03:12:14,318 INFO    HandlerThread:16812 [system_monitor.py:start():194] Starting system monitor
2024-01-28 03:12:14,318 INFO    SystemMonitor:16812 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-28 03:12:14,318 INFO    HandlerThread:16812 [system_monitor.py:probe():214] Collecting system info
2024-01-28 03:12:14,334 INFO    SystemMonitor:16812 [interfaces.py:start():190] Started cpu monitoring
2024-01-28 03:12:14,334 DEBUG   HandlerThread:16812 [system_info.py:probe():151] Probing system
2024-01-28 03:12:14,334 INFO    SystemMonitor:16812 [interfaces.py:start():190] Started disk monitoring
2024-01-28 03:12:14,372 INFO    SystemMonitor:16812 [interfaces.py:start():190] Started memory monitoring
2024-01-28 03:12:14,397 INFO    SystemMonitor:16812 [interfaces.py:start():190] Started network monitoring
2024-01-28 03:12:14,429 DEBUG   HandlerThread:16812 [system_info.py:_probe_git():136] Probing git
2024-01-28 03:12:14,605 DEBUG   HandlerThread:16812 [system_info.py:_probe_git():144] Probing git done
2024-01-28 03:12:14,605 DEBUG   HandlerThread:16812 [system_info.py:probe():199] Probing system done
2024-01-28 03:12:14,605 DEBUG   HandlerThread:16812 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-01-27T21:42:14.334453', 'startedAt': '2024-01-27T21:42:10.948144', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'f:\\backup-kali\\Hackathons\\ViduraAI\\mlmodel\\train.py', 'codePathLocal': 'mlmodel\\train.py', 'codePath': 'mlmodel\\train.py', 'git': {'remote': 'git@github.com:4darsh-Dev/ViduraAI-hackjnu3.0.git', 'commit': 'd1a825716c82ffac0ae08426dbdd680247e7c314'}, 'email': 'adarshmaurya9415@gmail.com', 'root': 'F:/backup-kali/Hackathons/ViduraAI', 'host': 'Kali', 'username': '4darsh-Dev', 'executable': 'F:\\backup-kali\\Hackathons\\ViduraAI\\myenv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1910.0, 'min': 0.0, 'max': 2112.0}, 'cpu_freq_per_core': [{'current': 1508.0, 'min': 0.0, 'max': 2112.0}], 'disk': {'/': {'total': 151.62499618530273, 'used': 18.987747192382812}}, 'memory': {'total': 15.882301330566406}}
2024-01-28 03:12:14,605 INFO    HandlerThread:16812 [system_monitor.py:probe():224] Finished collecting system info
2024-01-28 03:12:14,605 INFO    HandlerThread:16812 [system_monitor.py:probe():227] Publishing system info
2024-01-28 03:12:14,605 INFO    HandlerThread:16812 [system_monitor.py:probe():229] Finished publishing system info
2024-01-28 03:12:14,672 DEBUG   SenderThread:16812 [sender.py:send():382] send: files
2024-01-28 03:12:14,672 INFO    SenderThread:16812 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-28 03:12:14,698 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: python_packages
2024-01-28 03:12:14,698 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: python_packages
2024-01-28 03:12:14,698 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: stop_status
2024-01-28 03:12:14,698 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-28 03:12:14,698 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: stop_status
2024-01-28 03:12:14,808 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_created():271] file/dir created: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\wandb-metadata.json
2024-01-28 03:12:14,808 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_created():271] file/dir created: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\requirements.txt
2024-01-28 03:12:15,135 DEBUG   SenderThread:16812 [sender.py:send():382] send: telemetry
2024-01-28 03:12:15,135 DEBUG   SenderThread:16812 [sender.py:send():382] send: telemetry
2024-01-28 03:12:15,135 DEBUG   SenderThread:16812 [sender.py:send():382] send: telemetry
2024-01-28 03:12:15,820 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_created():271] file/dir created: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\output.log
2024-01-28 03:12:16,152 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: status_report
2024-01-28 03:12:17,841 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_modified():288] file/dir modified: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\output.log
2024-01-28 03:12:18,521 INFO    wandb-upload_0:16812 [upload_job.py:push():131] Uploaded file C:\Users\LENOVO\AppData\Local\Temp\tmpxqdl6rf6wandb\5hdqqwkf-wandb-metadata.json
2024-01-28 03:12:20,413 DEBUG   SenderThread:16812 [sender.py:send():382] send: exit
2024-01-28 03:12:20,413 INFO    SenderThread:16812 [sender.py:send_exit():589] handling exit code: 1
2024-01-28 03:12:20,413 INFO    SenderThread:16812 [sender.py:send_exit():591] handling runtime: 6
2024-01-28 03:12:20,429 INFO    SenderThread:16812 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-28 03:12:20,429 INFO    SenderThread:16812 [sender.py:send_exit():597] send defer
2024-01-28 03:12:20,444 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,444 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-28 03:12:20,444 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,444 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 0
2024-01-28 03:12:20,444 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 1
2024-01-28 03:12:20,444 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,444 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 1
2024-01-28 03:12:20,444 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,448 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 1
2024-01-28 03:12:20,448 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 2
2024-01-28 03:12:20,449 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,449 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 2
2024-01-28 03:12:20,449 INFO    HandlerThread:16812 [system_monitor.py:finish():203] Stopping system monitor
2024-01-28 03:12:20,449 DEBUG   SystemMonitor:16812 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-01-28 03:12:20,449 DEBUG   SystemMonitor:16812 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-01-28 03:12:20,449 DEBUG   SystemMonitor:16812 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [interfaces.py:finish():202] Joined cpu monitor
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [interfaces.py:finish():202] Joined disk monitor
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [interfaces.py:finish():202] Joined memory monitor
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [interfaces.py:finish():202] Joined network monitor
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 2
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 3
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send():382] send: stats
2024-01-28 03:12:20,452 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 3
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 3
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 4
2024-01-28 03:12:20,452 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 4
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 4
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 5
2024-01-28 03:12:20,452 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,452 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 5
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send():382] send: summary
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-28 03:12:20,452 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 5
2024-01-28 03:12:20,452 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 6
2024-01-28 03:12:20,460 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,460 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 6
2024-01-28 03:12:20,460 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,460 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 6
2024-01-28 03:12:20,462 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: status_report
2024-01-28 03:12:20,841 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 7
2024-01-28 03:12:20,841 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:20,841 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 7
2024-01-28 03:12:20,841 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:20,841 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 7
2024-01-28 03:12:20,872 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_modified():288] file/dir modified: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\config.yaml
2024-01-28 03:12:20,872 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_created():271] file/dir created: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\wandb-summary.json
2024-01-28 03:12:21,179 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 8
2024-01-28 03:12:21,179 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:21,179 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 8
2024-01-28 03:12:21,179 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:21,179 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 8
2024-01-28 03:12:21,179 INFO    SenderThread:16812 [job_builder.py:build():296] Attempting to build job artifact
2024-01-28 03:12:21,179 INFO    SenderThread:16812 [job_builder.py:_get_source_type():426] is repo sourced job
2024-01-28 03:12:21,380 INFO    SenderThread:16812 [job_builder.py:build():402] adding wandb-job metadata file
2024-01-28 03:12:21,426 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: poll_exit
2024-01-28 03:12:21,433 INFO    SenderThread:16812 [sender.py:transition_state():617] send defer: 9
2024-01-28 03:12:21,435 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: poll_exit
2024-01-28 03:12:21,435 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: defer
2024-01-28 03:12:21,435 DEBUG   SenderThread:16812 [sender.py:send():382] send: artifact
2024-01-28 03:12:21,435 INFO    HandlerThread:16812 [handler.py:handle_request_defer():172] handle defer: 9
2024-01-28 03:12:21,886 INFO    Thread-16 :16812 [dir_watcher.py:_on_file_modified():288] file/dir modified: F:\backup-kali\Hackathons\ViduraAI\wandb\run-20240128_031210-bs6g5sbe\files\output.log
2024-01-28 03:12:22,440 DEBUG   HandlerThread:16812 [handler.py:handle_request():146] handle_request: poll_exit
2024-01-28 03:12:23,444 INFO    SenderThread:16812 [sender.py:send_artifact():1494] sent artifact job-git_github.com_4darsh-Dev_ViduraAI-hackjnu3.0.git_mlmodel_train.py - {'id': 'QXJ0aWZhY3Q6NzA1MDgxMzg3', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEzNDM4NTk0MA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NzA1MDgxMzg3', 'versionIndex': 0}}}
2024-01-28 03:12:23,446 DEBUG   SenderThread:16812 [sender.py:send_request():409] send_request: defer
2024-01-28 03:12:23,446 INFO    SenderThread:16812 [sender.py:send_request_defer():613] handle sender defer: 9
